event_id,timestamp,vehicle_model,vin,station,joint,tool_id,target_torque_nm,tolerance_nm,actual_torque_nm,angle_required,actual_angle_deg,sop_id,sop_chunks_used,result,violations,tool_error
EVT-000245,2026-03-03T15:17:24.000Z,EV-Q,VIN2065354117,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,119.3,,,SOP-GEN-0071,[],OK,[],
EVT-000246,2026-03-03T15:18:09.000Z,Truck-T,VIN5344083406,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.3,30.0,29.9,SOP-GEN-0036,[],OK,[],
EVT-000247,2026-03-03T15:19:51.000Z,EV-Q,VIN8601409432,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.9,30.0,30.9,SOP-GEN-0036,[],OK,[],
EVT-000248,2026-03-03T15:21:28.000Z,Hatch-A,VIN5868640848,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.6,,,SOP-GEN-0031,[],OK,[],
EVT-000249,2026-03-03T15:22:16.000Z,EV-Q,VIN4545940090,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,104.5,,,SOP-GEN-0016,[],OK,[],
EVT-000250,2026-03-03T15:23:22.000Z,Truck-T,VIN8317619798,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,121.3,,,SOP-GEN-0071,[],OK,[],
EVT-000251,2026-03-03T15:23:52.000Z,Truck-T,VIN1643611097,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,122.1,,,SOP-GEN-0026,[],OK,[],
EVT-000252,2026-03-03T15:24:41.000Z,Hatch-A,VIN3099500153,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,122.0,,,SOP-GEN-0070,[],OK,[],
EVT-000253,2026-03-03T15:25:36.000Z,Sedan-X,VIN7694982976,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,117.7,,,SOP-GEN-0026,[],OK,[],
EVT-000254,2026-03-03T15:26:10.000Z,Sedan-X,VIN4203205881,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.3,,,SOP-GEN-0014,[],OK,[],
EVT-000255,2026-03-03T15:27:05.000Z,Sedan-X,VIN9305502799,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,117.2,,,SOP-GEN-0026,[],OK,[],
EVT-000256,2026-03-03T15:27:40.000Z,Hatch-A,VIN7100408092,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,45.7,,,SOP-GEN-0073,[],OK,[],
EVT-000257,2026-03-03T15:28:26.000Z,Truck-T,VIN8989870040,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,38.9,,,SOP-GEN-0014,[],OK,[],
EVT-000258,2026-03-03T15:29:09.000Z,Hatch-A,VIN4585531525,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.1,,,SOP-GEN-0014,[],OK,[],
EVT-000259,2026-03-03T15:30:08.000Z,EV-Q,VIN4536306171,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.4,,,SOP-GEN-0031,[],OK,[],
EVT-000260,2026-03-03T15:30:59.000Z,Hatch-A,VIN2183906581,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,107.0,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000261,2026-03-03T15:32:06.000Z,Sedan-X,VIN2033653860,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.8,,,SOP-GEN-0026,[],OK,[],
EVT-000262,2026-03-03T15:32:36.000Z,Sedan-X,VIN5484962610,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.1,,,SOP-GEN-0026,[],OK,[],
EVT-000263,2026-03-03T15:33:22.000Z,Hatch-A,VIN2242377075,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,91.9,15.0,12.4,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000264,2026-03-03T15:34:58.000Z,Truck-T,VIN6244338653,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,107.2,,,SOP-GEN-0034,[],OverTorque,"[""over_torque""]",
EVT-000265,2026-03-03T15:35:50.000Z,Truck-T,VIN4915196257,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,124.1,,,SOP-GEN-0026,[],OK,[],
EVT-000266,2026-03-03T15:36:48.000Z,EV-Q,VIN7083067988,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,65.9,,,SOP-GEN-0023,[],OK,[],
EVT-000267,2026-03-03T15:37:26.000Z,Truck-T,VIN3033747850,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.3,,,SOP-GEN-0014,[],OK,[],
EVT-000268,2026-03-03T15:38:17.000Z,EV-Q,VIN5870891270,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,85.8,30.0,26.9,SOP-GEN-0006,[],OK,[],
EVT-000269,2026-03-03T15:39:30.000Z,EV-Q,VIN8933377472,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,92.3,15.0,15.5,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000270,2026-03-03T15:40:31.000Z,Sedan-X,VIN3400244542,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,119.7,,,SOP-GEN-0026,[],OK,[],
EVT-000271,2026-03-03T15:41:17.000Z,SUV-Z,VIN1065857791,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,109.2,,,SOP-GEN-0034,[],OverTorque,"[""over_torque""]",
EVT-000272,2026-03-03T15:42:27.000Z,Hatch-A,VIN4022663059,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,127.7,,,SOP-GEN-0070,[],OK,[],
EVT-000273,2026-03-03T15:43:11.000Z,SUV-Z,VIN6929897032,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,106.2,,,SOP-GEN-0034,[],OverTorque,"[""over_torque""]",
EVT-000274,2026-03-03T15:44:14.000Z,Sedan-X,VIN8397709966,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.9,,,SOP-GEN-0031,[],OK,[],
EVT-000275,2026-03-03T15:45:18.000Z,Truck-T,VIN4711216152,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,94.2,15.0,13.9,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000276,2026-03-03T15:46:17.000Z,SUV-Z,VIN1654602021,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,45.8,15.0,12.9,SOP-GEN-0020,[],OK,[],
EVT-000277,2026-03-03T15:47:25.000Z,Hatch-A,VIN8236361108,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.2,,,SOP-GEN-0014,[],OK,[],
EVT-000278,2026-03-03T15:48:23.000Z,Hatch-A,VIN3097302637,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,63.4,,,SOP-GEN-0023,[],OK,[],
EVT-000279,2026-03-03T15:49:06.000Z,Sedan-X,VIN3869963931,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.8,,,SOP-GEN-0026,[],OK,[],
EVT-000280,2026-03-03T15:49:44.000Z,Sedan-X,VIN7253513875,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,85.4,30.0,29.1,SOP-GEN-0006,[],OK,[],
EVT-000281,2026-03-03T15:50:52.000Z,Sedan-X,VIN9493209128,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,66.2,,,SOP-GEN-0023,[],OK,[],
EVT-000282,2026-03-03T15:51:30.000Z,Hatch-A,VIN6817280229,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.1,30.0,30.7,SOP-GEN-0003,[],OK,[],
EVT-000283,2026-03-03T15:52:47.000Z,EV-Q,VIN3994607170,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,109.1,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000284,2026-03-03T15:53:33.000Z,Sedan-X,VIN3734812163,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,121.6,,,SOP-GEN-0026,[],OK,[],
EVT-000285,2026-03-03T15:54:05.000Z,SUV-Z,VIN1182758417,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,65.5,,,SOP-GEN-0023,[],OK,[],
EVT-000286,2026-03-03T15:54:51.000Z,Truck-T,VIN1141312095,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,45.4,15.0,15.2,SOP-GEN-0020,[],OK,[],
EVT-000287,2026-03-03T15:55:51.000Z,EV-Q,VIN4989487508,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,92.8,15.0,13.7,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000288,2026-03-03T15:57:05.000Z,Truck-T,VIN6719736115,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,83.2,30.0,28.8,SOP-GEN-0036,[],OK,[],
EVT-000289,2026-03-03T15:58:05.000Z,Sedan-X,VIN8617360361,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,110.4,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000290,2026-03-03T15:58:48.000Z,SUV-Z,VIN6907413963,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.4,,,SOP-GEN-0066,[],OK,[],
EVT-000291,2026-03-03T15:59:25.000Z,Sedan-X,VIN5647317872,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.2,,,SOP-GEN-0071,[],OK,[],
EVT-000292,2026-03-03T16:00:06.000Z,Sedan-X,VIN9344950649,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,84.2,30.0,29.7,SOP-GEN-0006,[],OK,[],
EVT-000293,2026-03-03T16:01:35.000Z,Truck-T,VIN2752536389,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,45.4,15.0,16.4,SOP-GEN-0020,[],OK,[],
EVT-000294,2026-03-03T16:02:18.000Z,Truck-T,VIN9989642546,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,110.4,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000295,2026-03-03T16:03:22.000Z,Truck-T,VIN5201221330,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.0,,,SOP-GEN-0014,[],OK,[],
EVT-000296,2026-03-03T16:04:20.000Z,SUV-Z,VIN6588316233,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.1,,,SOP-GEN-0014,[],OK,[],
EVT-000297,2026-03-03T16:05:14.000Z,Sedan-X,VIN6845987005,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.8,,,SOP-GEN-0071,[],OK,[],
EVT-000298,2026-03-03T16:06:01.000Z,Sedan-X,VIN9370133032,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,96.0,15.0,14.2,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000299,2026-03-03T16:07:24.000Z,EV-Q,VIN6732648420,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,110.5,,,SOP-GEN-0034,[],OverTorque,"[""over_torque""]",
EVT-000300,2026-03-03T16:08:29.000Z,SUV-Z,VIN6665653122,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.0,,,SOP-GEN-0031,[],OK,[],
EVT-000301,2026-03-03T16:09:37.000Z,SUV-Z,VIN3421719519,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,87.2,30.0,29.5,SOP-GEN-0036,[],OK,[],
EVT-000302,2026-03-03T16:11:09.000Z,EV-Q,VIN6195400294,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,123.4,,,SOP-GEN-0022,[],OK,[],
EVT-000303,2026-03-03T16:11:45.000Z,SUV-Z,VIN3828935922,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,44.7,,,SOP-GEN-0073,[],OK,[],
EVT-000304,2026-03-03T16:12:30.000Z,Truck-T,VIN8265834251,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,119.0,,,SOP-GEN-0071,[],OK,[],
EVT-000305,2026-03-03T16:13:13.000Z,Sedan-X,VIN8149805821,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,111.4,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000306,2026-03-03T16:13:54.000Z,SUV-Z,VIN2848792488,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,38.8,,,SOP-GEN-0014,[],OK,[],
EVT-000307,2026-03-03T16:14:32.000Z,Truck-T,VIN6244291385,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,45.3,15.0,17.4,SOP-GEN-0020,[],OK,[],
EVT-000308,2026-03-03T16:15:47.000Z,SUV-Z,VIN5285100605,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.2,,,SOP-GEN-0066,[],OK,[],
EVT-000309,2026-03-03T16:16:25.000Z,Sedan-X,VIN5903457537,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.7,,,SOP-GEN-0031,[],OK,[],
EVT-000310,2026-03-03T16:17:14.000Z,Sedan-X,VIN8287542751,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.3,,,SOP-GEN-0066,[],OK,[],
EVT-000311,2026-03-03T16:17:46.000Z,Sedan-X,VIN4436189121,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,58.8,,,SOP-GEN-0031,[],OK,[],
EVT-000312,2026-03-03T16:18:46.000Z,EV-Q,VIN1792214339,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.2,30.0,29.6,SOP-GEN-0003,[],OK,[],
EVT-000313,2026-03-03T16:20:29.000Z,Truck-T,VIN7139882707,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.4,,,SOP-GEN-0014,[],OK,[],
EVT-000314,2026-03-03T16:21:10.000Z,Truck-T,VIN6097953682,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,97.0,15.0,14.2,SOP-GEN-0010,[],OverTorque,"[""over_torque""]",
EVT-000315,2026-03-03T16:22:26.000Z,EV-Q,VIN8039917766,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,43.3,,,SOP-GEN-0066,[],OK,[],
EVT-000316,2026-03-03T16:23:10.000Z,SUV-Z,VIN3534753843,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,133.5,,,SOP-GEN-0070,[],OverTorque,"[""over_torque""]",
EVT-000317,2026-03-03T16:23:49.000Z,Sedan-X,VIN6081137534,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,129.8,,,SOP-GEN-0070,[],OK,[],
EVT-000318,2026-03-03T16:24:30.000Z,EV-Q,VIN5294535887,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,43.9,,,SOP-GEN-0073,[],OK,[],
EVT-000319,2026-03-03T16:25:10.000Z,SUV-Z,VIN8911266259,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,59.3,,,SOP-GEN-0031,[],OK,[],
EVT-000320,2026-03-03T16:26:00.000Z,EV-Q,VIN7420846622,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,111.7,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000321,2026-03-03T16:27:11.000Z,EV-Q,VIN3098948446,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,45.1,,,SOP-GEN-0073,[],OK,[],
EVT-000322,2026-03-03T16:27:33.000Z,Hatch-A,VIN8648220906,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.8,30.0,31.2,SOP-GEN-0036,[],OK,[],
EVT-000323,2026-03-03T16:29:14.000Z,SUV-Z,VIN4250372185,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,132.4,,,SOP-GEN-0070,[],OverTorque,"[""over_torque""]",
EVT-000324,2026-03-03T16:29:59.000Z,Hatch-A,VIN5292015249,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,46.2,,,SOP-GEN-0073,[],OK,[],
EVT-000325,2026-03-03T16:30:41.000Z,Sedan-X,VIN2017675569,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,114.6,,,SOP-GEN-0016,[],OverTorque,"[""over_torque""]",
EVT-000326,2026-03-03T16:31:52.000Z,Hatch-A,VIN4370902138,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,46.0,,,SOP-GEN-0073,[],OK,[],
EVT-000327,2026-03-03T16:32:19.000Z,SUV-Z,VIN1408988968,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,98.7,,,SOP-GEN-0016,[],OK,[],
EVT-000328,2026-03-03T16:33:37.000Z,Hatch-A,VIN1569902893,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,119.5,,,SOP-GEN-0026,[],OK,[],
EVT-000329,2026-03-03T16:34:16.000Z,Truck-T,VIN8011113122,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.1,30.0,27.8,SOP-GEN-0036,[],OK,[],
EVT-000330,2026-03-03T16:35:59.000Z,Sedan-X,VIN8515344013,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,38.6,,,SOP-GEN-0014,[],OK,[],
EVT-000331,2026-03-03T16:37:07.000Z,SUV-Z,VIN3499480048,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.4,,,SOP-GEN-0066,[],OK,[],
EVT-000332,2026-03-03T16:37:43.000Z,EV-Q,VIN4542693668,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,101.0,,,SOP-GEN-0016,[],OK,[],
EVT-000333,2026-03-03T16:38:41.000Z,SUV-Z,VIN8956094389,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,98.6,,,SOP-GEN-0034,[],OK,[],
EVT-000334,2026-03-03T16:39:51.000Z,Sedan-X,VIN4683585586,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,122.7,,,SOP-GEN-0026,[],OK,[],
EVT-000335,2026-03-04T06:00:30.000Z,Hatch-A,VIN2296502486,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,45.4,,,SOP-GEN-0073,[],OK,[],
EVT-000336,2026-03-04T06:01:00.000Z,Hatch-A,VIN5517391943,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.0,,,SOP-GEN-0016,[],OK,[],
EVT-000337,2026-03-04T06:02:04.000Z,Hatch-A,VIN3047869247,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,86.0,30.0,30.6,SOP-GEN-0036,[],OK,[],
EVT-000338,2026-03-04T06:03:09.000Z,EV-Q,VIN3980840461,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,35.0,,,SOP-GEN-0066,[],UnderTorque,"[""under_torque""]",
EVT-000339,2026-03-04T06:03:46.000Z,SUV-Z,VIN2285291868,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,83.8,30.0,31.6,SOP-GEN-0036,[],OK,[],
EVT-000340,2026-03-04T06:05:04.000Z,Hatch-A,VIN7185179917,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,86.2,30.0,30.8,SOP-GEN-0006,[],OK,[],
EVT-000341,2026-03-04T06:06:11.000Z,Sedan-X,VIN8430332727,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,44.2,,,SOP-GEN-0073,[],OK,[],
EVT-000342,2026-03-04T06:06:55.000Z,Hatch-A,VIN1361845490,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,99.3,,,SOP-GEN-0034,[],OK,[],
EVT-000343,2026-03-04T06:07:56.000Z,Truck-T,VIN6977525103,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,121.7,,,SOP-GEN-0022,[],OK,[],
EVT-000344,2026-03-04T06:08:42.000Z,Truck-T,VIN9894928830,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,83.8,30.0,31.3,SOP-GEN-0036,[],OK,[],
EVT-000345,2026-03-04T06:09:43.000Z,Truck-T,VIN7102562415,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.8,,,SOP-GEN-0034,[],OK,[],
EVT-000346,2026-03-04T06:10:40.000Z,Hatch-A,VIN8684942020,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,70.6,,,SOP-GEN-0023,[],OverTorque,"[""over_torque""]",
EVT-000347,2026-03-04T06:11:30.000Z,EV-Q,VIN9943959352,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,44.5,,,SOP-GEN-0073,[],OK,[],
EVT-000348,2026-03-04T06:12:02.000Z,Hatch-A,VIN7598745558,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,119.1,,,SOP-GEN-0071,[],OK,[],
EVT-000349,2026-03-04T06:12:41.000Z,Hatch-A,VIN1248704157,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,61.1,,,SOP-GEN-0031,[],OK,[],
EVT-000350,2026-03-04T06:13:26.000Z,Hatch-A,VIN1513003815,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,117.4,,,SOP-GEN-0070,[],OK,[],
EVT-000351,2026-03-04T06:13:55.000Z,SUV-Z,VIN6012067717,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.4,30.0,29.0,SOP-GEN-0003,[],OK,[],
EVT-000352,2026-03-04T06:15:01.000Z,Sedan-X,VIN7138902282,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,122.0,,,SOP-GEN-0070,[],OK,[],
EVT-000353,2026-03-04T06:15:44.000Z,EV-Q,VIN7488758768,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,44.7,15.0,13.1,SOP-GEN-0020,[],OK,[],
EVT-000354,2026-03-04T06:16:42.000Z,Truck-T,VIN1495354059,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.5,30.0,30.9,SOP-GEN-0003,[],OK,[],
EVT-000355,2026-03-04T06:18:04.000Z,SUV-Z,VIN1644608746,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.2,,,SOP-GEN-0026,[],OK,[],
EVT-000356,2026-03-04T06:18:43.000Z,SUV-Z,VIN4547630097,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.9,30.0,27.9,SOP-GEN-0036,[],OK,[],
EVT-000357,2026-03-04T06:20:20.000Z,Sedan-X,VIN1770278136,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,121.6,,,SOP-GEN-0070,[],OK,[],
EVT-000358,2026-03-04T06:21:02.000Z,SUV-Z,VIN2405746777,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.0,,,SOP-GEN-0014,[],OK,[],
EVT-000359,2026-03-04T06:22:08.000Z,SUV-Z,VIN3674551397,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,120.9,,,SOP-GEN-0022,[],OK,[],
EVT-000360,2026-03-04T06:22:58.000Z,Truck-T,VIN2052811909,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,66.7,,,SOP-GEN-0023,[],OK,[],
EVT-000361,2026-03-04T06:23:36.000Z,SUV-Z,VIN2438888667,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,120.0,,,SOP-GEN-0022,[],OK,[],
EVT-000362,2026-03-04T06:24:22.000Z,Sedan-X,VIN2201840395,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,121.6,,,SOP-GEN-0070,[],OK,[],
EVT-000363,2026-03-04T06:24:55.000Z,SUV-Z,VIN4212203479,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,46.5,,,SOP-GEN-0073,[],OK,[],
EVT-000364,2026-03-04T06:25:22.000Z,Hatch-A,VIN6311894154,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.2,,,SOP-GEN-0014,[],OK,[],
EVT-000365,2026-03-04T06:26:15.000Z,SUV-Z,VIN6661014794,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.6,,,SOP-GEN-0014,[],OK,[],
